-0.420873,-0.040788,1
-0.416966,-0.038891,1
-0.413024,-0.037069,1
-0.409048,-0.035321,1
-0.405041,-0.033646,1
-0.401004,-0.032044,1
-0.396940,-0.030512,1
-0.392851,-0.029051,1
-0.388737,-0.027658,1
-0.384600,-0.026334,1
-0.380443,-0.025078,1
-0.376266,-0.023888,1
-0.372071,-0.022764,1
-0.367859,-0.021705,1
-0.363631,-0.020710,1
-0.359389,-0.019779,1
-0.355134,-0.018911,1
-0.350866,-0.018105,1
-0.346588,-0.017360,1
-0.342299,-0.016676,1
-0.338001,-0.016053,1
-0.333694,-0.015489,1
-0.329381,-0.014985,1
-0.325060,-0.014540,1
-0.320735,-0.014153,1
-0.316404,-0.013825,1
-0.312069,-0.013554,1
-0.307731,-0.013341,1
-0.303391,-0.013185,1
-0.299049,-0.013086,1
-0.294706,-0.013044,1
-0.290363,-0.013059,1
-0.286021,-0.013131,1
-0.281680,-0.013259,1
-0.277340,-0.013443,1
-0.273004,-0.013683,1
-0.268671,-0.013981,1
-0.264342,-0.014334,1
-0.260019,-0.014744,1
-0.255701,-0.015211,1
-0.251390,-0.015735,1
-0.247085,-0.016316,1
-0.242789,-0.016953,1
-0.238502,-0.017649,1
-0.234225,-0.018402,1
-0.229959,-0.019213,1
-0.225703,-0.020083,1
-0.221461,-0.021011,1
-0.217231,-0.021999,1
-0.213017,-0.023046,1
-0.208817,-0.024153,1
-0.204634,-0.025321,1
-0.200468,-0.026551,1
-0.196322,-0.027842,1
-0.192195,-0.029195,1
-0.188089,-0.030611,1
-0.184006,-0.032091,1
-0.179947,-0.033635,1
-0.175913,-0.035245,1
-0.171906,-0.036920,1
-0.167927,-0.038661,1
-0.163979,-0.040469,1
-0.160062,-0.042346,1
-0.156179,-0.044291,1
-0.152331,-0.046305,1
-0.148521,-0.048390,1
-0.144751,-0.050546,1
-0.141022,-0.052773,1
-0.137338,-0.055073,1
-0.133701,-0.057446,1
-0.130112,-0.059892,1
-0.126575,-0.062412,1
-0.123091,-0.065005,1
-0.119662,-0.067670,1
-0.116291,-0.070408,1
-0.112979,-0.073218,1
-0.109728,-0.076098,1
-0.106542,-0.079049,1
-0.103422,-0.082070,1
-0.100370,-0.085160,1
-0.097389,-0.088319,1
-0.094481,-0.091544,1
-0.091647,-0.094836,1
-0.088892,-0.098192,1
-0.086216,-0.101613,1
-0.083621,-0.105096,1
-0.081111,-0.108640,1
-0.078687,-0.112244,1
-0.076352,-0.115905,1
-0.074107,-0.119623,1
-0.071955,-0.123396,1
-0.069898,-0.127220,1
-0.067937,-0.131096,1
-0.066075,-0.135019,1
-0.064312,-0.138988,1
-0.062651,-0.143001,1
-0.061094,-0.147055,1
-0.059641,-0.151148,1
-0.058293,-0.155277,1
-0.057053,-0.159439,1
-0.055920,-0.163631,1
-0.054896,-0.167852,1
-0.053980,-0.172097,1
-0.053174,-0.176365,1
-0.052478,-0.180651,1
-0.051892,-0.184955,1
-0.051414,-0.189271,1
-0.051047,-0.193599,1
-0.050788,-0.197934,1
-0.050637,-0.202274,1
-0.050594,-0.206617,1
-0.050657,-0.210960,1
-0.050825,-0.215299,1
-0.051097,-0.219634,1
-0.051472,-0.223961,1
-0.051948,-0.228278,1
-0.052523,-0.232582,1
-0.053197,-0.236873,1
-0.053966,-0.241147,1
-0.054830,-0.245403,1
-0.055785,-0.249640,1
-0.056831,-0.253855,1
-0.057966,-0.258047,1
-0.059186,-0.262215,1
-0.060490,-0.266358,1
-0.061877,-0.270474,1
-0.063344,-0.274562,1
-0.064888,-0.278621,1
-0.066508,-0.282650,1
-0.068201,-0.286650,1
-0.069966,-0.290618,1
-0.071801,-0.294554,1
-0.073703,-0.298459,1
-0.075671,-0.302330,1
-0.077703,-0.306169,1
-0.079796,-0.309974,1
-0.081949,-0.313746,1
-0.084160,-0.317484,1
-0.086427,-0.321188,1
-0.088749,-0.324859,1
-0.091124,-0.328495,1
-0.093550,-0.332097,1
-0.096026,-0.335666,1
-0.098550,-0.339200,1
-0.101121,-0.342701,1
-0.103736,-0.346168,1
-0.106396,-0.349601,1
-0.109098,-0.353001,1
-0.111841,-0.356368,1
-0.114624,-0.359703,1
-0.117446,-0.363004,1
-0.120305,-0.366274,1
-0.123200,-0.369511,1
-0.126130,-0.372716,1
-0.129095,-0.375890,1
-0.132092,-0.379033,1
-0.135122,-0.382145,1
-0.138183,-0.385226,1
-0.141274,-0.388277,1
-0.144394,-0.391298,1
-0.147543,-0.394289,1
-0.150719,-0.397251,1
-0.153922,-0.400185,1
-0.157151,-0.403089,1
-0.160405,-0.405965,1
-0.161781,-0.407166,1
-0.413681,-0.322476,2
-0.411301,-0.326109,2
-0.408840,-0.329687,2
-0.406288,-0.333201,2
-0.403635,-0.336640,2
-0.400872,-0.339990,2
-0.397983,-0.343233,2
-0.394954,-0.346345,2
-0.391767,-0.349294,2
-0.388400,-0.352036,2
-0.384833,-0.354511,2
-0.381045,-0.356631,2
-0.377029,-0.358277,2
-0.372812,-0.359291,2
-0.368481,-0.359497,2
-0.364210,-0.358763,2
-0.360211,-0.357091,2
-0.356646,-0.354622,2
-0.353577,-0.351556,2
-0.350991,-0.348071,2
-0.348842,-0.344299,2
-0.347079,-0.340331,2
-0.345656,-0.336229,2
-0.344535,-0.332034,2
-0.343688,-0.327775,2
-0.343095,-0.323473,2
-0.342739,-0.319145,2
-0.342611,-0.314804,2
-0.342706,-0.310463,2
-0.343023,-0.306132,2
-0.343563,-0.301823,2
-0.344333,-0.297549,2
-0.345343,-0.293326,2
-0.346606,-0.289171,2
-0.348152,-0.285113,2
-0.350044,-0.281206,2
-0.352351,-0.277530,2
-0.355123,-0.274191,2
-0.358369,-0.271313,2
-0.362039,-0.268999,2
-0.366029,-0.267295,2
-0.370215,-0.266145,2
-0.374502,-0.265463,2
-0.378835,-0.265185,2
-0.383176,-0.265271,2
-0.387497,-0.265698,2
-0.391773,-0.266452,2
-0.395978,-0.267533,2
-0.400083,-0.268948,2
-0.404051,-0.270711,2
-0.407834,-0.272841,2
-0.411368,-0.275361,2
-0.414573,-0.278287,2
-0.417348,-0.281623,2
-0.419584,-0.285341,2
-0.421186,-0.289373,2
-0.422104,-0.293613,2
-0.422346,-0.297945,2
-0.421974,-0.302269,2
-0.421074,-0.306515,2
-0.419737,-0.310646,2
-0.418043,-0.314644,2
-0.416057,-0.318505,2
-0.413834,-0.322235,2
-0.413681,-0.322476,2
-0.207383,-0.242128,3
-0.211535,-0.240855,3
-0.215578,-0.239272,3
-0.219482,-0.237373,3
-0.223220,-0.235163,3
-0.226762,-0.232652,3
-0.230084,-0.229856,3
-0.233168,-0.226800,3
-0.236000,-0.223509,3
-0.238574,-0.220012,3
-0.240888,-0.216338,3
-0.242944,-0.212513,3
-0.244748,-0.208563,3
-0.246308,-0.204510,3
-0.247631,-0.200374,3
-0.248726,-0.196172,3
-0.249600,-0.191918,3
-0.250252,-0.187625,3
-0.250677,-0.183303,3
-0.250868,-0.178965,3
-0.250817,-0.174622,3
-0.250511,-0.170291,3
-0.249937,-0.165987,3
-0.249078,-0.161730,3
-0.247917,-0.157546,3
-0.246437,-0.153464,3
-0.244621,-0.149521,3
-0.242457,-0.145756,3
-0.239942,-0.142218,3
-0.237086,-0.138949,3
-0.233929,-0.135968,3
-0.230518,-0.133282,3
-0.226893,-0.130892,3
-0.223092,-0.128793,3
-0.219146,-0.126980,3
-0.215084,-0.125447,3
-0.210928,-0.124188,3
-0.206699,-0.123200,3
-0.202417,-0.122478,3
-0.198099,-0.122021,3
-0.193761,-0.121830,3
-0.189419,-0.121905,3
-0.185090,-0.122250,3
-0.180792,-0.122870,3
-0.176544,-0.123768,3
-0.172366,-0.124951,3
-0.168280,-0.126421,3
-0.164305,-0.128168,3
-0.160458,-0.130181,3
-0.156755,-0.132450,3
-0.153216,-0.134965,3
-0.149857,-0.137717,3
-0.146698,-0.140696,3
-0.143761,-0.143894,3
-0.141068,-0.147301,3
-0.138644,-0.150903,3
-0.136517,-0.154688,3
-0.134713,-0.158637,3
-0.133261,-0.162729,3
-0.132186,-0.166935,3
-0.131510,-0.171224,3
-0.131248,-0.175558,3
-0.131383,-0.179897,3
-0.131883,-0.184210,3
-0.132716,-0.188472,3
-0.133853,-0.192662,3
-0.135268,-0.196768,3
-0.136937,-0.200776,3
-0.138842,-0.204679,3
-0.140966,-0.208467,3
-0.143295,-0.212132,3
-0.145819,-0.215666,3
-0.148528,-0.219060,3
-0.151413,-0.222305,3
-0.154470,-0.225390,3
-0.157691,-0.228302,3
-0.161073,-0.231026,3
-0.164609,-0.233547,3
-0.168293,-0.235845,3
-0.172120,-0.237898,3
-0.176078,-0.239682,3
-0.180157,-0.241171,3
-0.184339,-0.242338,3
-0.188604,-0.243154,3
-0.192923,-0.243596,3
-0.197264,-0.243642,3
-0.201590,-0.243279,3
-0.205863,-0.242506,3
-0.207383,-0.242128,3
