-0.161781,-0.407166,1
-0.165067,-0.410005,1
-0.168374,-0.412821,1
-0.171700,-0.415614,1
-0.175047,-0.418381,1
-0.178415,-0.421124,1
-0.181804,-0.423839,1
-0.185215,-0.426528,1
-0.188649,-0.429188,1
-0.192104,-0.431818,1
-0.195583,-0.434418,1
-0.199086,-0.436986,1
-0.202612,-0.439521,1
-0.206163,-0.442023,1
-0.209738,-0.444488,1
-0.213339,-0.446916,1
-0.216965,-0.449306,1
-0.220618,-0.451656,1
-0.224297,-0.453963,1
-0.228004,-0.456227,1
-0.231737,-0.458446,1
-0.235499,-0.460617,1
-0.239288,-0.462739,1
-0.243106,-0.464809,1
-0.246953,-0.466825,1
-0.250829,-0.468784,1
-0.254734,-0.470684,1
-0.258669,-0.472523,1
-0.262633,-0.474297,1
-0.266627,-0.476003,1
-0.270650,-0.477639,1
-0.274703,-0.479201,1
-0.278784,-0.480686,1
-0.282894,-0.482090,1
-0.287032,-0.483410,1
-0.291196,-0.484641,1
-0.295387,-0.485780,1
-0.299603,-0.486823,1
-0.303843,-0.487766,1
-0.308104,-0.488604,1
-0.312385,-0.489335,1
-0.316684,-0.489952,1
-0.320998,-0.490453,1
-0.325324,-0.490833,1
-0.329660,-0.491089,1
-0.334001,-0.491218,1
-0.338344,-0.491214,1
-0.342684,-0.491077,1
-0.347019,-0.490803,1
-0.351342,-0.490390,1
-0.355649,-0.489837,1
-0.359936,-0.489142,1
-0.364198,-0.488305,1
-0.368429,-0.487327,1
-0.372625,-0.486207,1
-0.376782,-0.484948,1
-0.380894,-0.483552,1
-0.384958,-0.482020,1
-0.388969,-0.480356,1
-0.392925,-0.478564,1
-0.396822,-0.476647,1
-0.400657,-0.474609,1
-0.404429,-0.472455,1
-0.408134,-0.470190,1
-0.411772,-0.467819,1
-0.415342,-0.465345,1
-0.418842,-0.462774,1
-0.422273,-0.460111,1
-0.425634,-0.457361,1
-0.428925,-0.454527,1
-0.432147,-0.451615,1
-0.435300,-0.448629,1
-0.438386,-0.445572,1
-0.441404,-0.442449,1
-0.444356,-0.439264,1
-0.447243,-0.436019,1
-0.450066,-0.432719,1
-0.452826,-0.429365,1
-0.455523,-0.425961,1
-0.458160,-0.422510,1
-0.460736,-0.419014,1
-0.463253,-0.415474,1
-0.465711,-0.411894,1
-0.468112,-0.408275,1
-0.470456,-0.404618,1
-0.472744,-0.400927,1
-0.474976,-0.397201,1
-0.477154,-0.393444,1
-0.479278,-0.389656,1
-0.481348,-0.385838,1
-0.483366,-0.381992,1
-0.485331,-0.378119,1
-0.487245,-0.374220,1
-0.489107,-0.370297,1
-0.490919,-0.366349,1
-0.492679,-0.362379,1
-0.494390,-0.358387,1
-0.496050,-0.354374,1
-0.497661,-0.350341,1
-0.499223,-0.346288,1
-0.500735,-0.342217,1
-0.502198,-0.338127,1
-0.503612,-0.334021,1
-0.504976,-0.329898,1
-0.506292,-0.325759,1
-0.507559,-0.321605,1
-0.508777,-0.317436,1
-0.509946,-0.313253,1
-0.511065,-0.309057,1
-0.512135,-0.304848,1
-0.513156,-0.300626,1
-0.514126,-0.296393,1
-0.515047,-0.292148,1
-0.515917,-0.287893,1
-0.516736,-0.283628,1
-0.517504,-0.279354,1
-0.518221,-0.275070,1
-0.518885,-0.270778,1
-0.519497,-0.266478,1
-0.520056,-0.262171,1
-0.520561,-0.257858,1
-0.521011,-0.253538,1
-0.521407,-0.249213,1
-0.521747,-0.244883,1
-0.522031,-0.240550,1
-0.522257,-0.236212,1
-0.522425,-0.231873,1
-0.522533,-0.227531,1
-0.522582,-0.223188,1
-0.522570,-0.218845,1
-0.522496,-0.214503,1
-0.522358,-0.210162,1
-0.522156,-0.205823,1
-0.521889,-0.201488,1
-0.521554,-0.197158,1
-0.521152,-0.192834,1
-0.520680,-0.188517,1
-0.520137,-0.184207,1
-0.519523,-0.179908,1
-0.518834,-0.175620,1
-0.518070,-0.171345,1
-0.517229,-0.167084,1
-0.516310,-0.162839,1
-0.515311,-0.158613,1
-0.514230,-0.154406,1
-0.513066,-0.150222,1
-0.511817,-0.146063,1
-0.510482,-0.141930,1
-0.509058,-0.137827,1
-0.507545,-0.133756,1
-0.505941,-0.129720,1
-0.504244,-0.125722,1
-0.502453,-0.121766,1
-0.500567,-0.117853,1
-0.498585,-0.113989,1
-0.496506,-0.110176,1
-0.494328,-0.106419,1
-0.492052,-0.102720,1
-0.489677,-0.099084,1
-0.487203,-0.095515,1
-0.484630,-0.092016,1
-0.481959,-0.088591,1
-0.479191,-0.085245,1
-0.476331,-0.081977,1
-0.473382,-0.078789,1
-0.470347,-0.075682,1
-0.467230,-0.072658,1
-0.464035,-0.069716,1
-0.460767,-0.066856,1
-0.457427,-0.064080,1
-0.454020,-0.061386,1
-0.450550,-0.058775,1
-0.447020,-0.056246,1
-0.443432,-0.053798,1
-0.439790,-0.051432,1
-0.436097,-0.049146,1
-0.432357,-0.046939,1
-0.428571,-0.044811,1
-0.424742,-0.042761,1
